,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Pickup_x,Pickup_y,Dropoff_x,Dropoff_y,start_edge,end_edge,id,depart,vClass,departLane,type,departSpeed
1034,3ff46cfaec398bdf4ce01e3180e6c75cfcdac235,ef0cbcb952a326de114525b8601f5adc399bda472ec1a5d8587850b1ab1d0ceb45ffb9c3ac2ca357c29b9d95908475802df0569d8526f47444dcbf192f9d8c02,08/10/2019 04:45:00 PM,08/10/2019 05:00:00 PM,420,0.9,17031081201.0,17031320100.0,8.0,32.0,6.5,0.0,0.0,1.0,7.5,Cash,Choice Taxi Association,41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),12691.026809468807,11596.955147879198,13112.436993356852,10020.725180737674,1040118849#0,583081972,taxi_469,2125.4256861895888,,best,veh_passenger,None
1035,cc7bd182c002a1d0088bc98f853abdc3ad5afa94,96fc6132bcd871b10fe587be76a4a4caa31c774642e05d39bc97254d58386de68e67be0c6c738f668e8355f14aed774fc5d17003bfa9dbf64d1d54b0f027fae3,08/10/2019 10:00:00 PM,08/10/2019 10:00:00 PM,240,0.8,17031081300.0,17031080100.0,8.0,8.0,5.25,2.0,0.0,2.0,9.25,Credit Card,Choice Taxi Association,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.907520075,-87.6266589,POINT (-87.6266589003 41.9075200747),13142.24239234865,11502.204498006962,12660.619306057866,12525.91376172565,-316912742,24098485#0,taxi_470,2126.0037458460138,,best,veh_passenger,None
1042,7128b721611b935484beec3de87d1a1140a2776a,7f7b8460175e2fafd1ea35903c8c8482d76dd4e610e200b60d53143e35128f3b5172ec3d8b0bf1dfc9b4c093ecf91a5c9bc935422e1cfe2f28d02b6d3bbb3f92,08/12/2019 04:45:00 PM,08/12/2019 04:45:00 PM,240,0.0,17031081800.0,17031280100.0,8.0,28.0,5.0,0.0,0.0,0.0,5.0,Cash,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),11721.124692709534,10944.643321189098,11302.723054060945,10068.785636899062,23891801#0,145857394#0,taxi_471,2129.672140173013,,best,veh_passenger,None
1043,9411b5591abc163426176aa442ac3d4943a3a843,92ab37c26efa3b2659e525a0a2ae31e69c84ffd7bcfef2e91e6a626aafc513d7f2750edb257d193e9cafb19b463c8e68c70dcd24840b86b6ee9a2f85d4346e71,08/12/2019 06:30:00 PM,08/12/2019 06:30:00 PM,420,0.6,17031839100.0,17031280100.0,32.0,28.0,5.75,2.0,0.0,0.0,7.75,Credit Card,Chicago Medallion Management,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),12134.00798140082,9584.547444195487,11302.723054060945,10068.785636899062,134319745#0,145857394#0,taxi_472,2134.555640437548,,best,veh_passenger,None
1044,237a10a64889050f5e5979ba8cfac7511b701279,d738f89082c4e00e90186addb3dc10eb158f8cc3f24c51ee2d2540edcc68a6581621f105524e6f64ab2cfae44eda72603546e59866498e70044b6a3802fccb06,08/12/2019 07:30:00 PM,08/12/2019 07:45:00 PM,540,0.0,17031839100.0,17031081800.0,32.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),12134.00798140082,9584.547444195487,11721.124692709534,10944.643321189098,134319745#0,23891801#0,taxi_473,2138.297608544476,,best,veh_passenger,None
1045,5dd76f4f8b81261ef9357425838c78d475ca1f45,a38d173f3d3a362a9622b11153393dced7724f53b9c20c0a1798ffda7f9d5ab17e47d7450cefad8fc1a8a26a049c111d79ddef1f7eda0de14bebaff2043ca27d,08/12/2019 10:15:00 PM,08/12/2019 10:30:00 PM,630,2.03,17031081500.0,17031281900.0,8.0,28.0,9.0,0.0,0.0,0.0,9.0,Cash,Sun Taxi,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),12685.276812698052,10858.865207103081,11310.927751319367,9397.533141246997,56720835#3,319345470#0,taxi_474,2140.159118050106,,best,veh_passenger,None
1047,fc5d7141f81ce440c96522d333484a2e7cb79660,633d35db42ebf33a041837576b68e98012ff612ed0203b1933c6aa3d0370cc47d8b02ff465956b42d274f651b67195ea69d489289fde6f46b3b9adf154bb8d87,08/14/2019 01:15:00 PM,08/14/2019 01:30:00 PM,537,0.57,17031081401.0,17031081600.0,8.0,8.0,6.25,0.0,0.0,0.0,6.25,Cash,Sun Taxi,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),13226.876501449384,11135.36641502101,12464.318153216795,10812.165493657812,461207921#0,965387812#7,taxi_475,2143.940409710067,,best,veh_passenger,None
1049,c52dd2050729de6dee004ca99527b5e642a6e455,f3af8002f02eb5eea68aa4cba00200f124550bb4759054ac724120a004a60284071d87c838a0e12f8e403c3383fd4b5416739705ac06e5cd0e83ddf4e327300d,08/14/2019 03:15:00 PM,08/14/2019 03:15:00 PM,320,0.69,17031281900.0,17031839100.0,28.0,32.0,5.5,0.0,0.0,0.0,5.5,Cash,Chicago Carriage Cab Corp,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),11310.927751319367,9397.533141246997,12134.00798140082,9584.547444195487,1031291396#1,1049318471#0,taxi_476,2152.0839560151285,,best,veh_passenger,None
1050,7342d29e253ef97b5c89a0e6b047261228643bc4,094512e96af14b2ea149c6ce4d96107e4c3d6fb103fa483df0a93c3ecbe0ef8dd0acdc3781b2ab304879b7ecbf5c7dad1fd59d3d50de240c7db7db52c86ad408,08/14/2019 04:15:00 PM,08/14/2019 04:30:00 PM,600,1.2,17031320100.0,17031281900.0,32.0,28.0,7.5,0.0,0.0,0.0,7.5,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),13112.436993356852,10020.725180737674,11310.927751319367,9397.533141246997,583081972,319345470#0,taxi_477,2157.3406707429667,,best,veh_passenger,None
1051,c41c982d844f930ddc05d1578c17ccc02e968cd5,43946e4da8905d64ceeed7cfc2b1969df72ecf991b865a99c728266c59bd5f8102e0247a0e68cc6d3183d613fd12e70e30761d071453db3ebbed1dd94b4eacd5,08/14/2019 06:00:00 PM,08/14/2019 06:15:00 PM,960,0.0,17031320100.0,17031281900.0,32.0,28.0,11.0,0.0,0.0,1.0,12.0,Cash,"Taxicab Insurance Agency, LLC",41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),13112.436993356852,10020.725180737674,11310.927751319367,9397.533141246997,583081972,319345470#0,taxi_478,2163.6003776214484,,best,veh_passenger,None
1052,a9b0dfc8b7d9f1db04cea01ea97d1e78af809565,e1f4944e27a6c81ff23eba752a8602302004ed3466952ac653e7993540fe50e14572eb5033a3357df9b0e63cc85ec2c80df46032f9ee9b86c794eeba098ba286,08/14/2019 06:30:00 PM,08/14/2019 06:30:00 PM,633,1.45,17031081300.0,17031839100.0,8.0,32.0,8.0,1.6,0.0,0.0,9.6,Mobile,Flash Cab,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),13142.24239234865,11502.204498006962,12134.00798140082,9584.547444195487,-316912742,134319745#0,taxi_479,2171.3109659121837,,best,veh_passenger,None
1054,59d70af3b71918ea04133b45cb8832179b1698c6,97823c761c479f871e8a72ed09e2ebe172b2b92780ccc61ee47e0f1b902af0cf30fa1a01f64fda4f9c0b8804fc12dbb1196e90a694b84f0abe0d60e353da71e6,08/14/2019 08:45:00 PM,08/14/2019 08:45:00 PM,476,1.02,17031081800.0,17031081000.0,8.0,8.0,6.75,0.0,0.0,0.0,6.75,Cash,Flash Cab,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.900265687,-87.63210922,POINT (-87.6321092196 41.9002656868),11721.124692709534,10944.643321189098,12202.645804296539,11723.792301077396,23891801#0,253710123#12,taxi_480,2178.2013170972464,,best,veh_passenger,None
1055,e8be10ad8beef895403a196d179681980084779c,7fd2bbba58b9c27f54afededbaa4f5fd4618e36e28feea2e4fb72356a9475148f400959423439a4fb39e5d6f51c989b3e62361f7049ed7b391f2a3a9d696120f,08/15/2019 01:45:00 PM,08/15/2019 01:45:00 PM,600,0.1,17031320100.0,17031330100.0,32.0,33.0,10.25,2.35,0.0,1.0,13.6,Credit Card,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),13112.436993356852,10020.725180737674,13393.542399950791,7172.094790545292,633946076,316907585,taxi_481,2181.624746357596,,best,veh_passenger,None
1056,d3d5daa2c573789ce5a6ec13cb830c56a857f962,3b195128e4dc0274f68fe441725210d3e18422ddaf6e9c5976b1ae637e24611a72db21277f8949a60eb39bbe19461e124bd2ac2d29553826e2ebdeb98cc1825b,08/15/2019 05:00:00 PM,08/15/2019 05:00:00 PM,127,0.5,17031839100.0,17031281900.0,32.0,28.0,4.5,0.0,0.0,0.0,4.5,Cash,City Service,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),12134.00798140082,9584.547444195487,11310.927751319367,9397.533141246997,134319745#0,319345470#0,taxi_482,2181.677811109852,,best,veh_passenger,None
1058,86b3d885572611080de2825ca113698966f37aef,5a69557d0412183719e3cea201e525f7ec267e96ecb5aa28a7da8667679f4a894bee0485a141baa8feaa69ace8b06767b5c4d6c60e230a3a308b6c58c2249897,08/15/2019 07:30:00 PM,08/15/2019 07:45:00 PM,780,2.2,17031080100.0,17031242100.0,8.0,24.0,9.75,1.0,0.0,0.0,10.75,Credit Card,Taxi Affiliation Services,41.907520075,-87.6266589,POINT (-87.6266589003 41.9075200747),41.89967018,-87.669837798,POINT (-87.6698377982 41.8996701799),12660.619306057866,12525.91376172565,9072.641915773042,11681.421162349172,24098485#0,406711255#1,taxi_483,2184.8436403338983,,best,veh_passenger,None
1059,89cab0ead360c076f8affae6b9dd663780da38e7,87867da8f769326d50dd5facc1ea7d28eceefb785d5b24e363b9c5156ba00320fd6fee0520b37cdd910c0b3f377763aa205f7ceb73f1b98f359855d8bde29a59,08/16/2019 07:30:00 AM,08/16/2019 07:45:00 AM,780,1.9,17031281900.0,17031081500.0,28.0,8.0,9.5,2.0,0.0,0.0,12.0,Credit Card,Medallion Leasin,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),11310.927751319367,9397.533141246997,12685.276812698052,10858.865207103081,1031291396#1,56720835#3,taxi_484,2191.624916459433,,best,veh_passenger,None
1060,aac19c2d4d9226da71e07073ad1bfef800e1fc1f,2ac720a815ee33389a480014503ab50ff33b7008f55397e11b81ac22aca4288088d980b9c31097dd3224cbe6bd77af0e8edef94c80fa2c6d9a65b3954b1d154d,08/16/2019 10:30:00 AM,08/16/2019 10:30:00 AM,316,0.84,17031841900.0,17031839100.0,28.0,32.0,5.75,2.0,0.0,0.0,8.25,Credit Card,Chicago Carriage Cab Corp,41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),11275.79156227666,8137.271132180467,12134.00798140082,9584.547444195487,253737720#0,1049318472#0,taxi_485,2199.305948014555,,best,veh_passenger,None
1061,dfbd2b49f29b46a98a52cf9e749b2b9662cd0fb6,5f88daef22c65f61d051338809a96d6bc7f471c4e2cd73a6a5cb0058dd3affb03f82eb2a344695f5cfb9da95399827a5fb8bcdcbdfedda9612bee3fd71b1537c,08/16/2019 01:45:00 PM,08/16/2019 01:45:00 PM,420,1.2,17031281900.0,17031841900.0,28.0,28.0,6.75,0.0,0.0,1.0,7.75,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.867902418,-87.642958665,POINT (-87.6429586652 41.8679024175),11310.927751319367,9397.533141246997,11275.79156227666,8137.271132180467,1031291396#1,253737720#0,taxi_486,2207.8868210607857,,best,veh_passenger,None
1063,c91fff28b7320e9e05c22aebcfdb38e62b62e0b1,b14a5aa31a4e5843bf3a6ea4433cc6540165b844ac5bbae6054a8a68e07d9a133716f94c4c902d1b83a330c9a17771246e50b46e280495dc354c9dd4b3941464,08/16/2019 06:00:00 PM,08/16/2019 06:00:00 PM,660,1.7,17031280100.0,17031081403.0,28.0,8.0,8.5,1.0,0.0,0.0,9.5,Credit Card,Choice Taxi Association,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),11302.723054060945,10068.785636899062,13293.45768353925,10678.380976659246,145857394#0,220306134#2,taxi_487,2211.658012604454,,best,veh_passenger,None
1064,cc358c4005b05b7582b2792c945400812b36371b,020bfc7f202c576d9fe5f9f3c13e95e7752254ca4f16084b253bb69e8dcc1902cef37b71d192203c18dc62765767404d320236e93413aeb3aa7edf6f9180cadf,08/17/2019 05:45:00 PM,08/17/2019 06:00:00 PM,1200,3.3,17031839100.0,17031833000.0,32.0,28.0,13.0,0.0,0.0,0.0,13.0,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),12134.00798140082,9584.547444195487,10105.933551041875,10075.774430510588,134319745#0,-283273061#9,taxi_488,2218.3856536252565,,best,veh_passenger,None
1065,a0c78eb787a39a06107bbeff39d2adfdee561bbd,1be1407efca4ff6ac787c8794df57e8eeac031eaf08fca2009330a2b1079205b6322f2b28d73126dd895708469166c33da4c2c160f126ef927db401dd3500757,08/18/2019 02:15:00 PM,08/18/2019 02:30:00 PM,600,1.3,17031320400.0,17031081300.0,32.0,8.0,7.75,0.0,0.0,0.0,7.75,Cash,Choice Taxi Association,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),13025.133774957969,9179.60784426704,13142.24239234865,11502.204498006962,33116710#0,-316912742,taxi_489,2223.300844412861,,best,veh_passenger,None
1068,c3f00a5b2351c3b9d6f7da36f72d9eba357d4ce2,3458069fe0594320e14bd166052c7ecf56b09f4e706737621ee977a43ead5664e83708d3ddb723517a85957602517eead6142d7b3920f8c042e426f76799a924,08/19/2019 05:15:00 PM,08/19/2019 05:15:00 PM,660,0.0,17031081500.0,17031839100.0,8.0,32.0,8.25,1.0,0.0,0.0,9.25,Credit Card,Star North Management LLC,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12685.276812698052,10858.865207103081,12134.00798140082,9584.547444195487,56720835#3,134319745#0,taxi_490,2228.730117713332,,best,veh_passenger,None
1071,7b10e0062c08afea2f55941a94c72346e7309838,f6e15e1e93c7648c1ffb637834e78905aca64ba09e2f4640f873a1406759c36150ab39c963c9642559e649fa2462db3a6a944349e69cea5eda4dd0b03c2b9718,08/20/2019 04:00:00 PM,08/20/2019 04:15:00 PM,480,1.9,17031081800.0,17031320400.0,8.0,32.0,6.5,0.0,0.0,0.0,6.5,Cash,"Taxicab Insurance Agency, LLC",41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),11721.124692709534,10944.643321189098,13025.133774957969,9179.60784426704,23891801#0,33116710#0,taxi_491,2230.7149659622464,,best,veh_passenger,None
1072,d53c4794c32d6b5827276dbc921aa617066db9b9,ba700f3508a7569ac18968a7fe9d87f5c930eb0d4be9b26d1a899030a4eace0ce09dea92b9633538b4827d7c93a66d44ebccc009e4df08e54501a61bb6c5af4e,08/20/2019 05:45:00 PM,08/20/2019 05:45:00 PM,706,0.98,17031320100.0,17031081201.0,32.0,8.0,7.75,0.0,0.0,0.0,7.75,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),13112.436993356852,10020.725180737674,12691.026809468807,11596.955147879198,583081972,1040118849#0,taxi_492,2232.6897606738394,,best,veh_passenger,None
1077,b2c419b1d2e62aafbfdfe9b7c4d2a9517c20ee9b,75c241a8b2324240c8056df32672d4fd58a20c9c7c39e7aa2495464ebe46387030a429181a29e4b9868d8bba16fd7d1bb8b3fa0fc522c63298efd8fc01a9eb16,08/21/2019 09:15:00 PM,08/21/2019 09:30:00 PM,394,1.41,17031081202.0,17031081401.0,8.0,8.0,7.0,0.0,0.0,0.0,7.0,Cash,Flash Cab,41.902788048,-87.62614559,POINT (-87.6261455896 41.9027880476),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),12699.357244118815,12000.216594858095,13226.876501449384,11135.36641502101,-834947074#3,461207921#0,taxi_493,2236.612284458259,,best,veh_passenger,None
1080,afbe1d49c67ab4933b596586aa7f5a7299516757,a9263292f54a406cd0fb2bac808b9aaca91f770ad5e0fdb9f4ef446a77fe5b81144b2f88e1190ccf7045dc675362bd31b514fa0c5a5f5f6107bfd78693682805,08/23/2019 11:30:00 AM,08/23/2019 11:45:00 AM,1020,4.1,17031838200.0,17031081403.0,28.0,8.0,14.25,0.0,0.0,1.0,15.25,Cash,Taxi Affiliation Services,41.870415,-87.675085621,POINT (-87.6750856208 41.8704150003),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),8611.79201170121,8436.704437674955,13293.45768353925,10678.380976659246,117580884#0,220306134#2,taxi_494,2236.8735078377795,,best,veh_passenger,None
1081,611ea2eb3a3e96eeb64f09559a65fcf02647ad88,b52493d43f7de565ab5eaaa0b1238709ac2073a9cdd626a411f99151188aa290435bada1d7c0119f6423891cbc9c3ce5c9ddd4ed068bca8e8aaf75cedacb9f0d,08/23/2019 12:45:00 PM,08/23/2019 12:45:00 PM,360,0.0,17031839100.0,17031081500.0,32.0,8.0,6.5,2.0,0.0,0.0,8.5,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),12134.00798140082,9584.547444195487,12685.276812698052,10858.865207103081,134319745#0,56720835#3,taxi_495,2239.8986737310647,,best,veh_passenger,None
1082,5b3a3bccdd35d230e65b809d6a934f72b8cb851d,c09d698e569e05ad081c6c6c903dc8af86b75bde587f53f0fbc668d6e8bc3614f2b587a2169b63d5916653461048b1bcb1a69d2ccdf6f6bff4a97d804af232dd,08/23/2019 02:15:00 PM,08/23/2019 02:15:00 PM,660,3.87,17031081402.0,17031081403.0,8.0,8.0,12.75,0.0,0.0,1.0,13.75,Cash,Chicago Carriage Cab Corp,41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259),13785.653896661825,10791.375302791595,13293.45768353925,10678.380976659246,435657389,220306134#2,taxi_496,2246.01095069632,,best,veh_passenger,None
1083,fe9d4bef49707429bad661c37b68418671fcdf7c,ada989bfa41f39fc358d1087f7f3b471349704629e3e61acb7c17bea728cec9609418133c71fa017942c0d6a4fce046d3743fe36b8d247e9969bb682d89acb39,08/23/2019 05:00:00 PM,08/23/2019 05:00:00 PM,672,1.42,17031081500.0,17031839100.0,8.0,32.0,8.0,3.0,0.0,1.5,13.0,Credit Card,Chicago Carriage Cab Corp,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),12685.276812698052,10858.865207103081,12134.00798140082,9584.547444195487,56720835#3,134319745#0,taxi_497,2249.6498007185587,,best,veh_passenger,None
1084,6104c4e83da8280a4eb6ccc6210d8d57491b6258,daf26343c74ba7742cf4ea2c61ffbff2209dd45f36a89170faffd57b2b00ee57748a7c11a17b9e9a70b1a2629311702775ebd71d819c3f86dffdfa2a72d15831,08/23/2019 06:15:00 PM,08/23/2019 06:30:00 PM,540,0.0,17031839100.0,17031081700.0,32.0,8.0,7.25,2.0,0.0,0.0,9.25,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),12134.00798140082,9584.547444195487,12216.266053279163,10810.601439353079,134319745#0,965387812#0,taxi_498,2251.1352032993905,,best,veh_passenger,None
1085,a10bd18521a41e4a1ad68b9a522cd90db74b5607,489e78d30b4d287ed76527efc8533b5ef45e7b6c496d92989e77260b4760212f3f42594e02db5daaa042d62b76a6575c8d4c68ed5d8277217e65588384e93871,08/23/2019 06:45:00 PM,08/23/2019 07:00:00 PM,780,4.3,17031280100.0,17031340500.0,28.0,34.0,13.75,0.0,0.0,1.5,15.25,Cash,Top Cab Affiliation,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.834480698,-87.632959635,POINT (-87.6329596351 41.834480698),11302.723054060945,10068.785636899062,12078.252050883544,4420.400195294991,145857394#0,24113989#11,taxi_499,2255.3417146424813,,best,veh_passenger,None
1086,cdb2b41029c66f9dbcc5cf11256046abfdd1ed0d,d46f1838adaa90a600adb08cd4dccefc43096e23448d7b77fec06377c38badf324b914d19dad3ff7f9060b140d88a0fb827f267468437e05eec86e018ea280d7,08/24/2019 12:00:00 AM,08/24/2019 12:15:00 AM,600,0.0,17031081700.0,17031081800.0,8.0,8.0,7.5,0.0,0.0,1.0,8.5,Cash,Star North Management LLC,41.892042136,-87.63186395,POINT (-87.6318639497 41.8920421365),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),12216.266053279163,10810.601439353079,11721.124692709534,10944.643321189098,965387812#0,23891801#0,taxi_500,2256.4903648180116,,best,veh_passenger,None
1087,7cb1dc8d95a50d43d6d12eecf7d6cba5154debe5,73b2f5adecea91eeef3900303a07f1b0519a594cffb6b01b2040b42eea6d6a8427743041781c87d20ebc0f9b3f70f0ae40837f8b95876991f4b35112c8fafb0c,08/24/2019 07:15:00 PM,08/24/2019 07:30:00 PM,871,1.9,17031320400.0,17031081402.0,32.0,8.0,9.0,0.0,0.0,2.0,11.0,Cash,Chicago Taxicab,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.891971508,-87.612945414,POINT (-87.6129454143 41.8919715078),13025.133774957969,9179.60784426704,13785.653896661825,10791.375302791595,33116710#0,435657389,taxi_501,2262.0906774667783,,best,veh_passenger,None
1089,c61400d8a7e0c25a798a1a846e2aa5e821d29823,b02980a1f1cf5e8f64e56a911bd2bc7e0fb733bf6e465f2620af2b6f631c6c2b4a08e62e3a9151ec834e1749d7302e5eeb0c6c76c2a59d068279413536309e4a,08/26/2019 06:00:00 PM,08/26/2019 06:15:00 PM,754,1.6,17031081401.0,17031280100.0,8.0,28.0,8.5,0.0,0.0,0.0,8.5,Cash,Sun Taxi,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),13226.876501449384,11135.36641502101,11302.723054060945,10068.785636899062,461207921#0,145857394#0,taxi_502,2262.3333755339245,,best,veh_passenger,None
1093,23e31bdfbd77fd7897152c1c35bb64bd3e024acb,0737b02585acbf58cde0f9fe664d7cdaa2d67b29bf4f23c6d420cc9521f5684fa76c6c8d38827995641dde9d859a0a360b1b0221ab40bbb45f625f76ae446f51,08/27/2019 09:30:00 AM,08/27/2019 09:45:00 AM,525,1.99,17031839100.0,17031838100.0,32.0,28.0,8.25,2.0,0.0,0.0,10.75,Credit Card,Chicago Carriage Cab Corp,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.87866742,-87.671653621,POINT (-87.6716536214 41.8786674201),12134.00798140082,9584.547444195487,8903.76999457227,9350.713872422464,134319745#0,24086120#11,taxi_503,2265.8795578409818,,best,veh_passenger,None
1094,027df287f81f4654f897adbf070441ddf9d872ed,9520f909887bb1f9f49e4ed6690aef5c7fee1e61ad1ac76aaa88a4997bcb9f1762d87512a8033f7d607aa1fa2e83ba1bb8293f827f45479531e62ea7fb1ab1a6,08/27/2019 10:30:00 AM,08/27/2019 10:45:00 AM,525,0.9,17031320100.0,17031081401.0,32.0,8.0,6.5,0.0,0.0,0.0,6.5,Cash,Chicago Independents,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),13112.436993356852,10020.725180737674,13226.876501449384,11135.36641502101,583081972,461207921#0,taxi_504,2270.9590856882046,,best,veh_passenger,None
